song_id,track_id,title,artist,version,url
062,062_3,Torn,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=R5Cz9DnjbzU
062,062_4,Torn,Jennel Garcia,cover_3,https://www.youtube.com/watch?v=3M0TFQm5LlM
063,063_1,Fortunate Son,Creedence Clearwater Revival,original,https://youtu.be/3RmQTYLD398?si=vdevqUd0XOBMQLga
063,063_2,Fortunate Son,IMY2,cover,https://youtu.be/VY941qWHhoU?si=e3ewz0WOgcUjQRMT
063,063_3,Fortunate Son,the_miracle_aligner,cover_2,https://www.youtube.com/watch?v=WK7olFGxw3Y
063,063_4,Fortunate Son,Rock Factory,cover_3,https://www.youtube.com/watch?v=sEQ1xrYM5zQ
064,064_1,Teenage Dream,Katy Perry,original,https://youtu.be/98WtmW-lfeE?si=uMkydNNNQ_PoavIH
064,064_2,Teenage Dream,IMY2,cover,https://youtu.be/8IgfGc4tq5M?si=zmEqE_ftgs-TSO20
064,064_3,Teenage Dream,Boyce Avenue,cover_2,https://www.youtube.com/watch?v=yAUMU3QQE6w
064,064_4,Teenage Dream,SiriusXM,cover_3,https://www.youtube.com/watch?v=E5JwHsVmDsM
065,065_1,Amber,311,original,https://youtu.be/l9c0IOWGBWs?si=kYIsj1_t1b8YrFmG
065,065_2,Amber,IMY2,cover,https://youtu.be/OeBozhqnxb8?si=2IaTPNdVtQ0Vy5An
065,065_3,Amber,Mahavir,cover_2,https://www.youtube.com/watch?v=5ychYmg2i-E
065,065_4,Amber,Beth Vandal,cover_3,https://www.youtube.com/watch?v=8ATbo1619a8
066,066_1,Undrunk,Fletcher,original,https://youtu.be/7150yd9Et9s?si=_9qqYMxsNSwAbhFu
066,066_2,Undrunk,IMY2,cover,https://youtu.be/Jg3gQuummTg?si=tfwx5GTyEPVFVuju
066,066_3,Undrunk,Halston Dare,cover_2,https://www.youtube.com/watch?v=yiDTezkooak
066,066_4,Undrunk,hostelley twins,cover_3,https://www.youtube.com/watch?v=kb1i47Fh7qo
067,067_1,Now And Then,The Beatles,original,https://youtu.be/AW55J2zE3N4?si=REas8pIEsGVXZUmZ
067,067_2,Now And Then,IMY2,cover,https://youtu.be/S-TwHFsCEYY?si=Dh7KlM6FEqk0xvSH\
068,068_1,Roxanne,The Police,original,https://youtu.be/Cdu3a2arXdw?si=Y8DculvOvhGzGmnR
068,068_2,Roxanne,IMY2,cover,https://youtu.be/YZYpcMPsmiw?si=p2rAxQVOKm8wzmxK
069,069_1,HeartBreaker,Pat Benatar,original,https://youtu.be/fd_7jIC9180?si=5v3KFon8idkPUs8X
069,069_2,HeartBreaker,IMY2,cover,https://youtu.be/FBftrhr1Ng8?si=KJPgiJuyFUVIKAlM
070,070_1,Breadwinner,Kacey Musgraves,original,https://youtu.be/3EWjQ9FG5V0?si=U1HndUF2CKCACTH6
070,070_2,Breadwinner,IMY2,cover,https://youtu.be/kXnmUlVLnBg?si=eSs5yTGWJRAz7Qfm
071,071_1,Transparent Soul,Willow,original,https://youtu.be/dSHjcbGMzwE?si=HFj7Dmtp8No1yYph
071,071_2,Transparent Soul,IMY2,cover,https://youtu.be/5RmmKdT3-rk?si=BFYbmnJjS74h30fC
071,071_3,Transparent Soul,Ultravlt,cover_2,https://www.youtube.com/watch?v=iuAknlo5Zn4
072,072_1,Invisible String,Taylor Swift,original,https://youtu.be/OuFnpmGwg5k?si=HcQM1WtKM37vmGgZ
072,072_2,Invisible String,IMY2,cover,https://youtu.be/2wwucAjjTFc?si=dpjRwZYxJ63JFrBc
072,072_3,Invisible String,Mackenzie Johnson,cover_2,https://www.youtube.com/watch?v=68qr1DAV9eM
072,072_4,Invisible String,Rachel Zegler,cover_3,https://www.youtube.com/watch?v=LrM9qgvBPbQ
073,073_1,Still Into You,Paramore,original,https://youtu.be/5z-lcBJK-FE?si=tdEMhsDO4uGq7uGD
073,073_2,Still Into You,IMY2,cover,https://youtu.be/cv9021_kKJM?si=Rc2RERwfo3eJJfcf
074,074_1,Big Girls Don't Cry,Fergie,original,https://youtu.be/6i87fbFeXcI?si=CDlvq_Seo9bT_cHT
074,074_2,Big Girls Don't Cry,IMY2,cover,https://youtu.be/qnUBIAcfK2E?si=mjbOvVrBacfEWAjo
075,075_1,Going Under,Evanescence,original,https://youtu.be/CdhqVtpR2ts?si=RLyrGXcB9_rtIZa2
075,075_2,Going Under,IMY2,cover,https://youtu.be/3Nyx8iZdFTU?si=WzGS1OGkDRY8mjoB
075,075_3,Going Under,Halocene,cover_2,https://www.youtube.com/watch?v=cX6HCZMQcCU
075,075_4,Going Under,Bárbara Martínez,cover_3,https://www.youtube.com/watch?v=-kZD5yc3i_A
076,076_1,With or Without You,U2,original,https://youtu.be/6Q2mFw4VYBo?si=VHYHwuHmSftHjXFT
076,076_2,With or Without You,IMY2,cover,https://youtu.be/UGnTiHtgi4U?si=e_9C-5aXokGG7lQB
076,076_3,With or Without You,Alessandro Corneo,cover_2,https://www.youtube.com/watch?v=nkJZ2kPIszs
077,077_1,Rise Up,Andra Day,original,https://youtu.be/kNKu1uNBVkU?si=Ixaou1R9Vl86r3X3
077,077_2,Rise Up,IMY2,cover,https://youtu.be/y-_KbuyUgsE?si=fVi9fJZKn3EEIVXU
078,078_1,The Cure,Lady Gaga,original,https://youtu.be/vp8VZe5kqEM?si=Wtc6wNgYgZjNjCu4
078,078_2,The Cure,IMY2,cover,https://youtu.be/moUMKvRQfrQ?si=kWeaje0ZaIqxVSiy
079,079_1,What Lovers Do,Maroon 5 ft SZA,original,https://youtu.be/3NmGGGlHpxQ?si=iIvZ-9TX5c0n6MeH
079,079_2,What Lovers Do,IMY2,cover,https://youtu.be/i0NeHvdsuzw?si=-IBP_GvOzNQvhYEY
080,080_1,Nights Like This,Kehlani ft. Ty Dolla $ign,original,https://youtu.be/SK-Aoa5Ixyk?si=V7evrUgxR9hipLDA
080,080_2,Nights Like This,IMY2,cover,https://youtu.be/Vzd59Uu6msA?si=oVQST1IgnmQoQtZu
081,081_1,Wild Horses,The Rolling Stone,original,https://youtu.be/SQTHB4jM-KQ?si=ffU7IQeEiJKdXvYA
081,081_2,Wild Horses,IMY2,cover,https://youtu.be/Mutq03XdM3A?si=qyaOVAhyEpAeGleJ
082,082_1,Free Fallin',Tom Petty,original,https://youtu.be/SccggMlZQtw?si=r2Cg8RmbUrGH_9PG
082,082_2,Free Fallin',IMY2,cover,https://youtu.be/Gsokofh19hQ?si=hkE-N1pxPVyJXfMG
083,083_1,Lights,Journey,original,https://youtu.be/JlYhoFVogFo?si=fngQd85wKNEAyfbp
083,083_2,Lights,IMY2,cover,https://youtu.be/YH_vWY7fUvc?si=vVhsc97mhjGWzUcA
